Name,Etiology,Symptoms
cervical lateral mass fracture separation,"Pathophysiology
mechanism of injury
traffic accident, falls, heavy object landing on head
hyperextension, lateral compression and rotation
of the cervical spine
Associated conditions
instability
affect 2 levels
because of involvement of the superior facet and inferior facet on either side of the fractured articular mass
anterior translation (listhesis)
fractured vertebrae (77%)
superior adjacent vertebrae (24%)
inferior adjacent vertebrae (10%)
coronal translation (33%)
vertebral body collapse (33%)
lower in Type A Separation fracture subtypes","neurologic symptoms common (up to 66%)
radicular pain, radiculopathy or spinal cord injury/myelopathy
can be classified by Frankel grade or ASIA impairment scale"
pisiform fracture,"Pathophysiology
mechanism of injury
usually occurs by direct impact against a hard surface
fall on outstretched hand
Associated conditions
50% occur as isolated injuries
50% occur in association with other carpal fractures or distal radius fractures","ulnar sided wrist pain
after a fall
grip weakness"
neuropathic charcot joint of the elbow,"Pathophysiology
syrinx formation
syrinx formation (fluid-filled cavity) in spinal cord causes damage to the decussating fibers of the lateral spinothalamic tract leading to
loss of pain and temperature sensation
loss of pain/temperature leads to dissociative anesthesia in which proprioception and motor function are preserved but pain and temperature are not
as syrinx enlarges, damage to dorsal column and anterior horn of spinal cord lead to areflexia, loss of motor strength and muscle atrophy.
joint destruction
neurotrauma
loss of peripheral sensation and proprioception leads to
repetitive microtrauma
to the joint
poor fine motor control generates unnatural pressure on certain joints leading to additional microtrauma
neurovascular
neuropathic patients have dysregulated reflexes and desensitized joints that receive significantly
greater blood flow
the resulting hyperemia leads to increased
osteoclastic resorption
of bone
Genetics
molecular biology
RANK/RANKL/OPG triad pathway is thought to be involved
Associated conditions
orthopedic conditions
ulnar neuropathy
medical conditions & comorbidities
syringomyelia
most common etiology of neuropathic arthropathy of the upper extremity
25% of Charcot joints are a result of syringomyelia
monoarticular (shoulder > elbow)
Arnold-Chiari malformation
most common cause of syringomyelia
Hansen's disease
(leprosy)
second most common cause of upper extremity neuropathic arthropathy
neurosyphilis (tabes dorsalis)
usually affects the knee
can be
polyarticular
diabetes
most common cause of foot and ankle neuropathic joints","swollen elbow
50% have pain, 50% are painless
loss of function"
transient synovitis of hip,"Pathophysiology
pathoanatomy
non-specific inflammation and hypertrophy of the synovial lining/membrane","mild or absent fever
acute or
insidious onset of groin/thigh pain
refusal to bear weight on the affected extremity
usually improves during the day (child can walk with a limp later in the day)
muscle spasms"
distal clavicle physeal fractures,"Pathophysiology
mechanism
fall onto an outstretched extremity or onto side of the shoulder.
direct blow
child abuse (rare cause)
pathoanatomy
considered a childhood equivalent to
adult AC separation
periosteum usually remains intact with injury
clavicle displaces away from physis and periosteal sleeve
both of which remain attached to the AC and CC ligaments",pain
flexor pronator strain,"Pathophysiology
acute muscle tear
single event of a large, eccentric force during resisted wrist flexion, forearm pronation, and valgus at the elbow
chronic overuse can lead to acute flexor pronator rupture
sudden onset of pain and flexor weakness
chronic tendonitis
repetitive elbow valgus, wrist flexion, and forearm pronation
Associated conditions
ulnar collateral ligament insufficiency
should be ruled out in throwing athletes","pain
medial elbow pain distal to the medial epicondyle
chronic pain during late cocking/early acceleration"
systemic lupus erythematosus sle,"Genetics
multiple genes involved
multiple HLAs involved
HLA class II, HLA class III, HLA-DR, HLA-DQ
Systemic manifestations
joint involvement is
most common feature (75%)
pancytopenia
pericarditis
kidney disease
is most common cause of mortality
hip osteonecrosis
is common in patients taking
glucocorticoids
Raynaud's phenomenon","fever
pain in multiple joints
hip pain (osteonecrosis)"
hamate body fracture,"Pathophysiology
mechanism of injury
main cause for these lesions is a direct impact against a hard surface with a
clenched fist
Associated conditions
4th or 5th metacarpal base fractures or dislocations
present in ~ 15%
Hook of Hamate fractures",ulnar-sided wrist pain and swelling
osteomalacia,"Mechanism
qualitative
defect as opposed to a quanitative defect like osteoporosis","generalized bone and muscle pain
fractures of long bones, ribs and vertebrae
proximal muscle weakness weakness
fatigue"
prader willi syndrome,"Genetics
partial chromosome 15 deletion
Associated conditions
orthopaedic
growth retardation
hip dysplasia
juvenile onset scoliosis
genu valgum
pes planus
leg length difference
medical
hypotonic
obese
intellectually impaired
insatiable appetite
hypoplastic genitalia","failure to thrive in infancy
weak cry
aggressive behavior
abnormal facial features
almond-shaped eyes
small, down-turned mouth"
iliac crest contusion hip pointer,"Pathoanatomy
hematoma
occurs into area surrounding iliac wing
and can cause bleeding into hip abductor muscles
rule out
avulsion of the iliac apophysis
in adolescent patients",pain near iliac crest
multiple epiphyseal dysplasia med,"Pathophysiology
delay of epiphyseal endochondral ossification
lack of osseous support yields secondary articular cartilage deformity
most commonly affects
proximal femur and proximal humerus
Genetics
autosomal dominant is most common
mutation in COMP
(cartilage oligomeric matrix protein) gene on chromosome 19 (most common and most severe form)
mutations
t
ype IX collagen
COL9A1, COL9A2, COL9A3
causing
t
ype II collagen dysfunction
because of type IX collagen acts as a link protein for type II collagen
necessary for healthy articular cartilage
Mutation in
Matrillin 3
may also be autosomal recessive
mutation in SLC26A2 (diastrophic dysplasia
sulfate transporter
gene)
presents with at least one finding at birth
clubfoot, cleft palate, clinodactyly
up to half of patients with clinical diagnosis of MED do not have the typical genetic mutations","short-limbed, disproportionate dwarfism
joint pain
waddling gait"
hallux varus,"Pathophysiology
causes
congenital
metatarsal physeal bracket
acquired
iatogenic (overcorrection from surgery)
trauma
inflammatory (e.g. rheumatoid arthritis, ankylosis spondylitis)
neurological (e.g. Charcot-Marie-Tooth, post-polio)
pathoanatomy
loss of osseous support
excessive resection of the medial eminence
excision of fibular (lateral) sesamoid
overrelease of lateral capsular structures
overplication of medial capsule
overtranslation of intermetatarsal angle or hallux valgus interphalangeus
Orthopaedic manifestations
hallux varus usually presents with
three possible components
medial deviation of the hallux
relative to first MTP joint
supination of the phalanx
claw toe deformity","often asymptomatic
pain indicates underlying joint arthritis or trauma
may also complain of decreased ROM, instability, weakness with push-off"
actinic keratosis,"Associated conditions
may lead to
squamous cell carcinoma","typically asymptomatic
occasionally tender"
lunotriquetral ligament injury and visi,"Mechanism
LT ligament injury occurs with
wrist hyperextension or
extension and radial deviation
scaphoid induces the lunate into further flexion while triquetrum extends
VISI Deformity
stands for volar intercalated segment instability
a type of Carpal Instability Dissociative (CID)
caused by advanced injury with injury to
lunotriquetral ligament
dorsal radiotriquetral ligament
volar radiolunate ligament
VISI may occasionally be seen in uninjured wrists in patients with ligamentous laxity
this is in contrast to DISI deformity, which is always a pathologic condition",ulnar sides pain that is worse with pronation and ulnar deviation (power grip)
